Year,Type,Authors,Publication,Volume,Pages,ISSN,Title,Impreso,PDF,Group,DOI,Type II,Proyect ID,Institution Authors,Colciencias Clasification,Impact Factor,Proyecto,NPages
2004,Internacional,"Aristizabal, Diego; Nardi, Enrico; ",Physics Letters B,578,176,0370-2693,b–τ Yukawa non-unification in supersymmetric SU (5) with an Abelian flavor symmetry,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1016/j.physletb.2003.10.100,,,Nardi Enrico,A1,"4,034",,5
2009,Internacional,"Sierra, D Aristizabal; Muñoz, Luis Alfredo; Nardi, Enrico; ",Journal of Physics: Conference Series,171,012078,1742-6588,Implications of an additional scale on leptogenesis,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1088/1742-6596/171/1/012078,,,Nardi Enrico,C,"-1,0",,-1
2000,Internacional,"Nardi, Enrico; ","COSMO-99, International Workshop on Particle Physics and the Early Universe",1,361,0000-0000,Effects of a general set of interactions on neutrino propagation in matter,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Nardi Enrico,00,"-1,0",,-1
2003,Internacional,"Diaz, Rodolfo A; Martinez, R; Mira, J; Rodriguez, J; ",Physics Letters B,552,287,0370-2693,A new supersymmetric SU (3) LU (1) X gauge model,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Mira Martínez Jesús María,A1,"4,034",,6
2004,Internacional,"Santander-Syro, AF; Lobo, RPSM; Bontemps, N; Lopera, W; Girata, D; Konstantinovic, Z; Li, ZZ; Raffy, H; ",Physical Review B,70,134504,1098-0121,In-plane electrodynamics of the superconductivity in Bi 2 Sr 2 Ca Cu 2 O 8+ δ: Energy scales and spectral weight distribution,,,GES: Estado Sólido,10.1103/physrevb.70.134504,,,Girata Doris,A1,"3,322",,-1
1994,Internacional,"Giratá, D; Rojas, Y; Bacca, E; Chacón, M; Lopera, W; Prieto, P; Heiras, J; ",Solid state communications,90,539,0038-1098,Plasma characterization of a high-pressure d (-Sputtering system used for the “in situ” preparation of high-Tc superconducting thin films,,,GES: Estado Sólido,10.1016/0038-1098(94)90116-3,,,Girata Doris,A1,"-1,0",,4
2005,Internacional,"Arnache, O; Girata, D; Perez, F; Castro, LF; Prieto, P; Lopera, W; ",Solid state communications,133,343,0038-1098,Electrical and structural properties of Ce 0.9 CoFe 3 Sb 12 thermoelectric thin films,,,GES: Estado Sólido,10.1016/j.ssc.2004.07.068,,,Arnache Olmos Óscar L.; Girata Doris,A1,"-1,0",,4
1997,Internacional,"Girata, D; Arenas, B; Hoyos, R; Osorio, J; Go, ME; Heiras, J; Prieto, P; ",Physica C Superconductivity,282,671,0921-4534,Analysis of persistent photoconductivity on oxygen deficient YBa 2 Cu 3 O 7-δ thin films,,,GES: Estado Sólido,10.1016/s0921-4534(97)00489-9,,,Girata Doris; Osorio Vélez Jaime,A1,"0,74",,2
2000,Internacional,"Lopera, W; Giratá, D; Osorio, J; Prieto, P; ",Physica Status Solidi B-Basic Research,220,483,0370-1972,Structural and Electrical Properties of Grain Boundary Josephson Junctions Based on Bi2Sr2CaCu2O8+ δ Thin Films,,,GES: Estado Sólido,10.1002/1521-3951(200007)220:1%3C483::AID-PSSB483%3E3.0.CO;2-H,,,Girata Doris; Osorio Vélez Jaime,A1,"1,166",,5
2008,Nacional,"Arnache, O; Hoffmann, A; Giratá, D; ",Revista Colombiana de Física,40,,0120-2650,"Efectos del Dopaje de 57 Fe en las Propiedades Estructurales y Magnéticas de Películas Delgadas de Manganitas La 2/3 Ca 1/3 Mn 1-y Fe y O 3 (y= 0, 0.01 y 0.03).",,,GES: Estado Sólido,Not DOI,,,Arnache Olmos Óscar L.; Girata Doris,B,"-1,0",,
2002,Nacional,"Arnache, O; Giratá, D; Lopera, W; Pérez, F; Osorio, J; ",Revista Colombiana de Física,34,,0120-2650,PROPIEDADES TERMOELÉCTRICAS DE PELÍCULAS DELGADAS DE La0. 9CoFe3Sb12,,,GES: Estado Sólido,Not DOI,,,Arnache Olmos Óscar L.; Girata Doris; Osorio Vélez Jaime,B,"-1,0",,
2006,Nacional,"Arnache, Oscar; Urquijo, J; Molina, FJ; Pérez, M; Mondragón, F; Giratá, D; ",Revista Colombiana de Física,38,449,0120-2650,Síntesis y caracterización de manganita La067Ca0. 33Mn3-a,,,GES: Estado Sólido,Not DOI,,,Girata Doris,B,"-1,0",,4
2005,Nacional,"Giratá, D; Monod, P; Prieto, P; Arnache, O; ",Revista Colombiana de Física,37,154,0120-2650,Magnetización en películas delgadas de La0. 67Ca0. 33MnO3: un estudio por medio de ESR y SQUID,,,GES: Estado Sólido,Not DOI,,,Girata Doris; Arnache Olmos Óscar L.,B,"-1,0",,4
2005,Nacional,"Lopera, W; Giratá, D; Santander-Syro, AF; Bontemps, Nicole; Lobo, R; ",Revista Colombiana de Física,37,146,0120-2650,Respuesta radiación infrarroja y visible de pelìculas delgadas de Bi2Sr2CaC2O8+ d,,,GES: Estado Sólido,Not DOI,,,Girata Doris,B,"-1,0",,4
2006,Internacional,"Arnache, O; Monod, P; Bontemps, N; Giratá, D; Prieto, P; ",Physica B,384,71,0921-4526,Electron spin resonance and magnetization in La 0.67 Ca 0.33 MnO 3 thin films,,,GES: Estado Sólido,10.1016/j.physb.2006.05.153,,,Arnache Olmos Óscar L.; Girata Doris,A1,"0,822",,3
2008,Nacional,"Uribe, JD; Osorio, J; Arnache, O; Giratá, D; Hoffmann, A; ",Revista Colombiana de Física,40,,0120-2650,Reflectividad DRX y Propiedades Magnéticas de Películas Delgadas de Hematita α--Fe 2 O 3.,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime; Arnache Olmos Óscar L.; Girata Doris,B,"-1,0",,
2009,Internacional,"Giratá, D; Quintero, DL; Arnache, O; Hoffmann, A; ",WOMEN IN PHYSICS: Third IUPAP International Conference on Women in Physics,1119,213,0000-0000,Characterization of La2/3Ca1/3xMnO3 with Low Doping of Fe and Cr,,,GES: Estado Sólido,Not DOI,,,Girata Doris; Arnache Olmos Óscar L.,00,"-1,0",,1
2004,Internacional,"Santander-Syro, AF; Lobo, RPSM; Bontemps, N; Lopera, W; Girata, D; Konstantinovic, Z; Li, ZZ; Raffy, H; ",Physical Review B,70,134504,1098-0121,Superfluidity and superconductivity-In-plane electrodynamics of the superconductivity in Bi2Sr2CaCu2O8+ d: Energy scales and spectral weight distribution,,,GES: Estado Sólido,Not DOI,,,Girata Doris,A1,"3,322",,1
2007,Nacional,"Arnache, O; Giratá, D; Pérez, M; Osorio, J; ",Revista Colombiana de Física,39,248,0120-2650,Influencia en propiedades eléctricas de presión de oxígeno en la preparación de películas delgadas de La2/3Ca1/3MnO3,,,GES: Estado Sólido,Not DOI,,,Arnache Olmos Óscar L.; Girata Doris; Osorio Vélez Jaime,B,"-1,0",,4
2001,Nacional,"Lopera, Wilson; Castro, LF; Pérez, F; Giratá, D; Baca, E; ",Revista Colombiana de Física,33,226,0120-2650,EFECTO DE LA EROSIÓN QUÍMICA CON Br-METANOL SOBRE LA SUPERFICIE DE PELÍCULAS DELGADAS DE Bi2Sr2CaCu2O8+δ,,,GES: Estado Sólido,Not DOI,,,Girata Doris,B,"-1,0",,-1
2008,Internacional,"Arnache, O; Hoffmann, A; Giratá, D; ",Microelectronics Journal,39,544,0026-2692,Effect of Fe doping on structural and magnetic properties of La 2/3 Ca 1/3 Mn 1− yFeyO 3 (y= 0–0.03) thin films,,,GES: Estado Sólido,Not DOI,,,Arnache Olmos Óscar L.; Girata Doris,A2,"0,859",,4
2008,Nacional,"Arnache, O; Hoffmann, A; Giratá, D; ",Revista Colombiana de Física,40,,0120-2650,Síntesis y Caracterización Estructural y Magnética de Manganitas La 2/3 Ca 1/3 MnO 3 dopadas con 57 Fe.,,,GES: Estado Sólido,Not DOI,,,Arnache Olmos Óscar L.; Girata Doris,B,"-1,0",,
2001,Nacional,"Ballesteros, JH; Giratá, D; Lopera, W; Bolaños, G; Osorio, J; ",Revista Colombiana de Física,33,254,0120-2650,FOTORRESPUESTA DE PELÍCULAS DELGADAS DE YBa2Cu3O7-x DOPADAS CON PLATA,,,GES: Estado Sólido,Not DOI,,,Girata Doris; Osorio Vélez Jaime,B,"-1,0",,-1
1999,Internacional,"Hoffmann, Axel; Ren, ZF; Lao, JY; Wang, JH; Girata, D; Lopera, W; Prieto, P; Schuller, Ivan K; ",ACS Symposium Series,730,216,0097-6156,Persistent Photoconductivity in High-T~ c Superconductors,,,GES: Estado Sólido,10.1021/bk-1999-0730.ch015,,,Girata Doris,C,"-1,0",,14
2005,Nacional,"Arnache, O; Monod, P; Giratá, D; Prieto, P; ",Revista Colombiana de Física,37,266,0120-2650,Estimación del factor giromagnético en películas delgadas de La0. 67Ca0. 33MnO3 por medio de espectroscopia de resonancia electrónica de espines,,,GES: Estado Sólido,Not DOI,,,Arnache Olmos Óscar L.; Girata Doris,B,"-1,0",,-1
2002,Internacional,"Lopera, W; Girata, D; Perez, F; Castro, LF; Baca, E; Prieto, P; Mendoza, A; ",Surface Review and Letters,9,1729,0218-625X,SURFACE TOPOGRAPHY ON EPITAXIAL HoBa 2 Cu 3 O 7-δ AND Bi 2 Sr 2 CaCu 2 O 8+ δ THIN FILMS,,,GES: Estado Sólido,10.1142/s0218625x0200430x,,,Girata Doris,A2,"-1,0",,5
2008,Internacional,"Arnache, O; Giratá, D; Hoffmann, A; ",Physical Review B,77,214430,1098-0121,Fe-doping and strain effects on structural and magnetotransport properties in La 2/3 Ca 1/3 Mn 1− y Fe y O 3 thin films,,,GES: Estado Sólido,10.1103/physrevb.77.214430,,,Arnache Olmos Óscar L.; Girata Doris,A1,"3,322",,-1
2005,Internacional,"Golosovsky, M; Abu-Teir, M; Davidov, D; Arnache, O; Monod, P; Bontemps, N; Budhani, RC; ",Journal of Applied Physics,98,084902,0021-4922,Microwave studies of thin manganite films on SrTiO3 substrate,,,GES: Estado Sólido,Not DOI,,,Arnache Olmos Óscar L.,A1,"1,309",,-8490284901
2010,Internacional,"Izquierdo, JL; Montoya, JF; Gómez, A; Arnache, O; Wolf, T; Morán, O; ",Solid State Communications,150,1951,0038-1098,Possible ferrimagnetic ordering in single-crystals at low temperatures,,,GES: Estado Sólido,10.1016/j.ssc.2010.07.007,,,Arnache Olmos Óscar L.,A1,"-1,0",,4
2011,Internacional,"Montoya, JF; Izquierdo, JL; Gómez, A; Arnache, O; Osorio, J; Marín, J; Paucar, C; Moran, O; ",Thin Solid Films,519,3411,0040-6090,Study of YBaCo 4 O 7+ δ thin films grown by sputtering technique on (1012)-oriented sapphire substrates,,,GES: Estado Sólido,10.1016/j.tsf.2010.12.129,,,Arnache Olmos Óscar L.; Osorio Vélez Jaime,A1,"-1,0",,6
2011,Internacional,"Montoya, JF; Izquierdo, JL; Causado, JD; Bastidas, A; Nisperuza, D; Gómez, A; Arnache, O; Osorio, J; Marín, J; Paucar, C; ",Solid State Sciences,13,310,1293-2558,Optical characterization of sputtered YBaCo 4 O 7+ δ thin films,,,GES: Estado Sólido,10.1016/j.solidstatesciences.2010.11.012,,,Arnache Olmos Óscar L.; Osorio Vélez Jaime,A1,"-1,0",,4
2001,Internacional,"Giratá, Lozano; Doris, Amalia; Arnache, Olmos; Oscar, Luis; Lopera, Muñoz; Luis, Fernando; Prieto, Pulido; Pedro, Antonio; ",APS Meeting Abstracts,1,40065,0000-0000,Structural and Electrical Properties of Thermoelectric Thin Films of Ce0. 9CoFe3Sb12,,,,Not DOI,,,,00,"-1,0",,-1
2004,Nacional,"Osorio, J; Molina, FJ; Arnache, O; Castrillón, JC; Pérez, D Giratá G; ",Revista Colombiana de Física,36,,0120-2650,CÁLCULO DE ε Y n DEL ALUMINIO A PARTIR DE MEDIDAS DE REFLECTANCIA,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime; Arnache Olmos Óscar L.,B,"-1,0",,
2005,Internacional,"Delgado, E; Cortes, A; Lopera, W; Osorio, J; Prieto, P; ",Physica Status Solidi B-Basic Research,242,1902,0370-1972,Tunneling and ferroelectric properties of SRO/PZT/Pt capacitor structures,,,GES: Estado Sólido,10.1002/pssb.200461727,,,Osorio Vélez Jaime,A1,"1,166",,4
2006,Nacional,"Osorio, J; Plazas, Mc; Paul, D; Olaya, H; ",Revista Colombiana de Física,38,,0120-2650,CARACTERIZACIÓN DOSIMÉTRICA DE LOS DETECTORES DIGITALES DE RADIACIÓN DMC 2000 X.,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime,B,"-1,0",,
2006,Nacional,"Tirado-Mejía, L; Osorio, J; Segura, J; Ortiz, C; Gutiérrez, NJ; De los Rios, M; Fonthal, G; Ariza-Calderón, H; ",Revista Colombiana de Física,38,69,0120-2650,Dependencia de la respuesta óptica con el decapado químico de películas de ga1-xinxasysb1-y,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime,B,"-1,0",,-1
2004,Nacional,"Osorio, J; Prieto, P; ",Revista Colombiana de Física,36,,0120-2650,FATIGA EN CONDENSADORES FERROELECTRICOS DE PZT CON DIFERENTES ELECTRODOS,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime,B,"-1,0",,
2003,Internacional,"Goez, J; Toro, A; Lopez-Herrera, A; Urcuqui, S; Osorio, J; Arboleda, J; ",IATREIA,16,76,0000-0000,25 DETECCION DEL VIRUS DEL OESTE DEL NILO EN AVES SILVESTRES Y MOSQUITOS DE LA COSTA NORTE COLOMBIANA,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime,00,"-1,0",,1
2001,Nacional,"Osorio, J; Saldarriaga, W; ",Revista Colombiana de Física,33,259,0120-2650,ESTUDIO ELECTRICO PARA MUESTRAS FERROELECTRICAS DE SrBi,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime,B,"-1,0",,-1
2010,Nacional,"Gómez, Maryory Astrid; Bejarano Gaitán, Gilberto; Osorio, Jaime Alberto; ",Revista Facultad de Ingeniería Universidad de Antioquia,0,91,0120-6230,Improvement of mechanical and tribological properties in industrial tools by means of application of TiN/ZrN multilayer coatings,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime,A1,"-1,0",,10
2001,Nacional,"Merchán, E; Osorio, J; Cristancho, F; Fajardo, F; ",Revista Colombiana de Física,33,316,0120-2650,APLICACIONES SIMPLES DE LA FÍSICA NUCLEAR EN EL MUESTREO DE LA RADIACIÓN NATURAL.,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime,B,"-1,0",,-1
2013,Nacional,"Gómez, Maryory Astrid; Gaitán, Gilberto Bejarano; Osorio, Jaime Alberto; ",Revista Facultad de Ingeniería Universidad de Antioquia,0,91,0120-6230,Mejoramiento de propiedades mecánicas y tribológicas en herramientas industriales mediante aplicación de recubrimientos multicapa de TiN/ZrN,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime,A1,"-1,0",,10
2003,Internacional,"Prieto, Pedro; Saldarriaga, Wilmer; Osorio, Jaime; Pérez, Felio; Caicedo, Julio; Baca, Eval; Lopera, Wilson; Morán, Oswaldo; Grube, K; ",APS March Meeting Abstracts,1,1180,0000-0000,Electric and magnetic properties of epitaxial SrRuO3 thin films,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime,00,"-1,0",,-1
2009,Internacional,"Vera, Carlos Andrés; Cabo, Alejandro; González, Augusto; ",Physical Review Letters,102,126404,0031-9007,Stationary Density Matrix of a Pumped Polariton System,,,GES: Estado Sólido,10.1103/PhysRevLett.102.126404,,,Girata Doris,A1,"7,18",,-1
2009,Internacional,"Vera, Carlos Andrés; Vinck-Posada, Herbert; González, Augusto; ",Physical Review B,80,125302,1098-0121,Polariton lasing in a multilevel quantum dot strongly coupled to a single photon mode,,,GES: Estado Sólido,10.1103/PhysRevB.80.125302,,,Girata Doris,A1,"3,322",,-1
2009,Nacional,"Restrepo, Juan G; Vinck-Posada, Herbert; Rey, Boris Anghelo Rodríguez; ",Revista Colombiana de Física,41,171,0120-2650,Función de Wigner y Decoherencia Cuántica para Sistemas Átomo-Campo en Cavidades QED,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Rodríguez Rey Boris Anghelo,B,"-1,0",,4
2009,Nacional,"Vargas, Carlos A Parra; Vinck-Posada, Herbert; Rey, Boris Anghelo Rodríguez; ",Revista Colombiana de Física,41,622,0120-2650,Procesos Ópticos en Micropilares Circulares,,,GFAM: Grupo de Física Atómica y Molecular,Not DOI,,,Rodríguez Rey Boris Anghelo,B,"-1,0",,4
2000,Internacional,"Wu, HC; Gibbs, WR; ",Physical Review C,62,044614,0556-2813,Pion elastic scattering and double charge exchange on heavy nuclei in the generalized seniority model,,,FN: Física Nuclear,10.1103/PhysRevC.62.044614,,,Wu Huachuan,A1,"3,124",,-1
1996,Internacional,"Wu, HC; Ginocchio, JN; Dieperink, AEL; Scholten, O; ",Physical Review C,54,1208,0556-2813,Double charge exchange on Te isotopes in the generalized seniority scheme,,,FN: Física Nuclear,10.1103/PhysRevC.54.1208,,,Wu Huachuan,A1,"3,124",,-1
2004,Internacional,"Valencia, JP; Wu, HC; ",Brazilian Journal of Physics,34,837,0103-9733,Pseudo-SU (4) model and beta decay of pf-shell nuclei,,,FN: Física Nuclear,10.1590/S0103-97332004000500034,,,Valencia Valencia José Patricio; Wu Huachuan,A2,"0,512",,4
2003,Internacional,"Wu, HC; Gibbs, WR; ",Physical Review C,68,054610,0556-2813,Double charge exchange and configuration mixing,,,FN: Física Nuclear,10.1103/PhysRevC.68.054610,,,Wu Huachuan,A1,"3,124",,-1
2002,Internacional,"Wu, HC; Gibbs, WR; ",Acta Physica Hungarica,16,447,1219-7580,Effects of nuclear structure in double charge exchange reactions on 16O and 40Ca,,,FN: Física Nuclear,Not DOI,,,Wu Huachuan,A2,"-1,0",,9
2007,Internacional,"Valencia, JP; Wu, HC; ",VII LATIN American Symposium on Nuclear Physics and Applications,947,283,0000-0000,Pseudo-Symmetry and Majorana Operators in pf-Shell,,,FN: Física Nuclear,Not DOI,,,Valencia Valencia José Patricio; Wu Huachuan,00,"-1,0",,4
2000,Internacional,"Gibbs, WR; Wu, HC; ",Acta Physica Hungarica,11,3,1219-7580,Pion Elastic Scattering and Double Charge Exchange on Medium and Heavy Nuclei,,,FN: Física Nuclear,Not DOI,,,Wu Huachuan,A2,"-1,0",,2
2010,Internacional,"Wu, HC; Gibbs, WR; ",VIII LATIN AMERICAN SYMPOSIUM ON NUCLEAR PHYSICS AND APPLICATIONS,1265,80,0000-0000,Study of DCX reaction on medium nuclei with Monte‐Carlo Shell Model,,,FN: Física Nuclear,10.1063/1.3480266,,,Wu Huachuan,00,"-1,0",,4
2006,Internacional,"Valencia, JP; Wu, HC; ",Brazilian Journal of Physics,36,1275,0103-9733,Pseudo-orbital SO (6) symmetry for pf-shell nuclei,,,FN: Física Nuclear,10.1590/S0103-97332006000700027,,,Valencia Valencia José Patricio; Wu Huachuan,A2,"0,512",,6
2004,Internacional,"Wu, Huachuan; Gibbs, William R; ",Brazilian Journal of Physics,34,808,0103-9733,Double charge exchange on medium mass nuclei,,,FN: Física Nuclear,10.1590/S0103-97332004000500026,,,Wu Huachuan,A2,"0,512",,-1
2008,Internacional,"Giraldo, MA; Yoshioka, S; Stavenga, DG; ",Journal of Comparative Physiology A,194,201,0340-7594,Far field scattering pattern of differently structured butterfly scales,,,Biofísica,10.1007/s00359-007-0297-8,,,Giraldo Cadavid Marco A.,A1,"2,014",,7
2010,Internacional,"Stavenga, Doekele G; Giraldo, Marco A; Leertouwer, Hein L; ",Journal of Experimental Biology,213,1731,0022-0949,Butterfly wing colors: glass scales of Graphium sarpedon cause polarized iridescence and enhance blue/green pigment coloration of the wing membrane,,,Biofísica,10.1242/jeb.041434,,,Giraldo Cadavid Marco A.,A1,"3,04",,9
2001,Internacional,"Wills-Toro, LA; Sánchez, LA; Osorio, JM; Jaramillo, DE; ",Journal of Mathematical Physics,42,3935,0022-2488,Trefoil symmetry II. Another clover extension,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1063/1.1383559,,,Jaramillo Arango Daniel E.,A1,"1,085",,12
2009,Internacional,"Smith, AJ; Jaramillo, DE; Osorio, J; ",Revista mexicana de física E,55,61,1870-3542,Revisión del efecto Kerr magneto óptico,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales; GES: Estado Sólido,Not DOI,,,Jaramillo Arango Daniel E.; Osorio Vélez Jaime,A1,"0,0",,9
2010,Internacional,"Reyes-Gómez, E; Raigoza, N; Cavalcanti, SB; de Carvalho, CAA; Oliveira, LE; ",Physical Review B,81,,1098-0121,"Electronic structure: Wide-band, narrow-band, and strongly correlated systems-Plasmon polaritons in photonic metamaterial Fibonacci superlattices (4 pages) 153101",,,GES: Estado Sólido,Not DOI,,,Reyes Gómez Ernesto Amador,A1,"3,475",,
2011,Nacional,"Mejía, E; Ospina, JD; Osorno, BL; Márquez, MA; Morales, AL; ",Revista Colombiana de Biotecnología,13,132,0123-3475,"Adaptation of a strain Acidithiobacillus ferrooxidans compatible on concentrates of chalcopyrite (CuFeS2), sphalerite (ZnS) and galena (PbS)",,,GES: Estado Sólido,Not DOI,,,Morales Aramburo Álvaro,A2,"-1,0",,12
2010,Internacional,"Jiang, YH; Rudenko, A; Plésiat, E; Foucar, L; Kurka, M; Kühnel, KU; Ergler, Th; Pérez-Torres, JF; Martín, F; Herrwerth, O; ",Physical Review A,81,,1050-2947,Atomic and molecular processes in external fields including interactions with strong fields and short pulses-Tracing direct and sequential two-photon double ionization of D2 in femtosecond extreme-ultraviolet laser pulses (4 pages) 021401 (R),,,,Not DOI,,,,A1,"2,866",,
2011,Internacional,"Bruno-Alfonso, A; Reyes-Gómez, E; Cavalcanti, SB; Oliveira, LE; ",Physical Review B,84,,1098-0121,Electronic structure and strongly correlated systems-Unfolding of plasmon-polariton modes in one-dimensional layered systems containing anisotropic left-handed materials (5 pages) 113101,,,GES: Estado Sólido,Not DOI,,,Reyes Gómez Ernesto Amador,A1,"3,772",,
